age,gender,past_purchases,campaign_variant,ad_source,email_signup,campaign_spend
18,Man,23,B,Facebook,TRUE,31.01
54,Non-Binary,21,B,TikTok,TRUE,271.5
18,Woman,76,C,Google Search,TRUE,82.77
37,Man,43,C,Instagram,TRUE,214.35
20,Man,52,C,Facebook,FALSE,84.9
18,Woman,67,A,Instagram,TRUE,164.61
33,Woman,42,A,Facebook,TRUE,162.69
50,Man,28,A,Facebook,TRUE,161.53
45,Man,36,A,TikTok,FALSE,105.51
30,Non-Binary,76,B,Facebook,FALSE,223.67
40,Woman,35,C,Instagram,TRUE,322.19
39,Woman,65,C,Facebook,TRUE,196.59
40,Woman,56,A,Instagram,FALSE,89
33,Woman,62,C,Instagram,TRUE,161.33
45,Woman,42,A,Facebook,FALSE,109.97
24,Man,25,C,Facebook,TRUE,76.15
46,Other,42,B,Facebook,TRUE,259.04
35,Woman,40,C,Google Search,TRUE,255.23
35,Man,36,C,TikTok,TRUE,55.1
51,Man,58,B,Facebook,TRUE,215.11
34,Woman,25,C,Instagram,FALSE,234.32
25,Woman,64,B,Facebook,FALSE,112.9
22,Man,92,B,Instagram,TRUE,123.07
50,Man,59,C,Google Search,TRUE,280.4
18,Woman,30,A,Instagram,FALSE,38.76
34,Man,26,A,Google Search,TRUE,122.03
43,Woman,12,A,TikTok,TRUE,96.14
19,Man,53,C,Facebook,FALSE,61.32
40,Other,36,B,Google Search,TRUE,265.46
50,Woman,18,B,Instagram,TRUE,362.7
18,Woman,77,A,Facebook,TRUE,109.59
27,Man,12,C,Facebook,FALSE,172.6
66,Woman,24,C,Google Search,FALSE,438.96
30,Man,42,C,Facebook,TRUE,117.44
26,Woman,63,C,TikTok,FALSE,153.56
27,Man,50,A,TikTok,TRUE,22.66
33,Woman,59,B,Facebook,FALSE,143.65
43,Man,20,B,Instagram,TRUE,198.98
29,Man,44,C,Facebook,TRUE,78.74
43,Man,36,A,Google Search,TRUE,193.7
51,Man,51,C,Facebook,TRUE,171.73
45,Woman,35,C,Google Search,TRUE,270.21
51,Man,21,A,Instagram,TRUE,157.27
28,Man,26,B,Google Search,TRUE,225.16
38,Man,85,A,Instagram,TRUE,158.32
50,Man,45,A,Google Search,TRUE,126.65
41,Man,60,A,TikTok,FALSE,84.48
43,Man,23,B,Facebook,TRUE,160.23
41,Man,23,B,Instagram,TRUE,234.7
43,Woman,32,B,Google Search,TRUE,329.81
40,Woman,66,C,TikTok,TRUE,141.52
24,Man,59,B,Google Search,TRUE,141.76
43,Non-Binary,70,A,TikTok,FALSE,210.22
33,Woman,64,A,Google Search,TRUE,177.47
62,Man,26,C,Google Search,TRUE,367.22
32,Woman,65,B,TikTok,FALSE,152.68
42,Woman,37,B,Facebook,FALSE,186.85
18,Woman,100,C,TikTok,FALSE,25.25
30,Man,55,A,Instagram,TRUE,28.04
28,Man,24,B,Google Search,FALSE,168.27
58,Woman,45,C,TikTok,TRUE,353.62
38,Woman,42,A,Instagram,TRUE,200.26
42,Other,50,C,Google Search,TRUE,294.88
45,Man,22,C,Facebook,TRUE,247.86
32,Woman,70,A,TikTok,FALSE,116.47
45,Woman,32,B,Instagram,FALSE,288.65
63,Man,39,A,TikTok,TRUE,239.66
49,Other,23,A,Google Search,TRUE,158.25
51,Man,49,B,Google Search,FALSE,293.68
27,Woman,61,A,TikTok,TRUE,67.04
43,Man,31,B,Instagram,FALSE,176.37
44,Woman,34,B,Google Search,FALSE,294.65
30,Woman,39,B,Instagram,TRUE,194.19
42,Man,29,C,Facebook,TRUE,144.98
70,Man,0,A,Instagram,TRUE,267.4
25,Woman,69,B,Google Search,TRUE,181.28
48,Woman,36,A,Google Search,TRUE,233.53
24,Other,58,A,Google Search,FALSE,107.82
45,Man,31,B,Facebook,TRUE,75.29
24,Woman,52,B,Instagram,TRUE,121.2
49,Man,86,B,Instagram,TRUE,273.56
21,Woman,67,A,Facebook,FALSE,46.52
40,Man,36,B,Facebook,FALSE,149.47
60,Non-Binary,12,C,Google Search,TRUE,452.09
37,Man,32,B,Google Search,TRUE,218.41
38,Man,40,C,Instagram,FALSE,227.71
61,Woman,38,A,TikTok,TRUE,168.49
71,Man,19,B,Google Search,TRUE,372.18
77,Man,0,A,Google Search,FALSE,214.68
34,Man,33,C,Facebook,FALSE,72.71
24,Man,80,A,Instagram,FALSE,107.98
50,Man,24,B,Instagram,FALSE,267.31
47,Woman,31,A,Facebook,TRUE,175.56
59,Man,26,C,Google Search,TRUE,345.38
42,Man,29,A,Instagram,TRUE,119.23
42,Woman,56,B,Google Search,TRUE,310.2
63,Woman,31,C,Instagram,TRUE,396.39
42,Woman,37,B,Facebook,FALSE,188.2
50,Man,9,C,TikTok,TRUE,204.71
47,Man,23,B,TikTok,TRUE,202.27
39,Man,59,A,Instagram,FALSE,107.8
32,Man,60,A,Google Search,TRUE,119.7
35,Man,33,B,Google Search,TRUE,276.12
18,Man,39,B,TikTok,FALSE,30.19
59,Woman,34,C,Facebook,TRUE,327.03
18,Man,47,B,Google Search,TRUE,128.77
31,Woman,25,A,Google Search,TRUE,123.88
34,Woman,32,B,Facebook,TRUE,186.66
58,Man,38,A,Instagram,TRUE,225.39
41,Man,38,A,Google Search,TRUE,91.99
54,Man,30,A,TikTok,TRUE,151.56
36,Woman,53,B,TikTok,TRUE,236.49
65,Woman,10,C,Instagram,TRUE,410.84
47,Man,41,A,Facebook,TRUE,133.07
48,Woman,38,C,Google Search,FALSE,333.32
53,Woman,64,A,Google Search,TRUE,345.02
18,Woman,70,A,Facebook,FALSE,82.32
40,Man,45,A,Google Search,TRUE,195.87
43,Woman,47,C,Google Search,FALSE,312.74
28,Woman,42,A,Google Search,FALSE,190.1
40,Man,55,C,TikTok,TRUE,107.6
29,Non-Binary,66,B,Google Search,FALSE,316.47
43,Man,39,A,Facebook,FALSE,152.84
18,Man,74,C,TikTok,TRUE,40.12
44,Man,43,B,Facebook,FALSE,191.22
30,Woman,35,A,TikTok,TRUE,123.61
54,Woman,12,B,Instagram,TRUE,382.41
18,Man,52,A,TikTok,FALSE,64.37
41,Man,61,B,Facebook,FALSE,113.85
37,Woman,44,B,Google Search,TRUE,309.39
54,Man,30,B,TikTok,TRUE,181.95
18,Woman,69,A,Facebook,TRUE,92.5
32,Woman,64,B,Google Search,FALSE,246.45
51,Woman,51,A,Instagram,FALSE,196.71
49,Man,44,C,Google Search,FALSE,179.27
45,Woman,52,B,Instagram,TRUE,280.56
44,Man,28,C,Instagram,FALSE,223.72
18,Other,55,C,TikTok,FALSE,53.13
53,Other,39,A,TikTok,TRUE,194.11
43,Woman,59,B,Instagram,FALSE,268.48
18,Man,61,C,Facebook,FALSE,94.41
37,Woman,57,A,Google Search,FALSE,172.02
54,Woman,65,A,Facebook,TRUE,215.67
51,Man,34,A,Instagram,TRUE,143.57
31,Woman,58,C,Instagram,TRUE,151.4
54,Woman,42,C,Facebook,FALSE,332.09
34,Non-Binary,72,C,Facebook,FALSE,216.46
46,Woman,58,A,TikTok,TRUE,208.42
54,Woman,31,C,Google Search,TRUE,351
46,Woman,66,A,Instagram,TRUE,196.41
30,Woman,45,A,Instagram,FALSE,61.72
52,Man,29,A,Instagram,FALSE,218.35
62,Man,1,A,Instagram,TRUE,222.61
26,Man,37,B,Facebook,FALSE,62.03
37,Man,31,B,Google Search,TRUE,240.57
55,Woman,24,A,Instagram,TRUE,242.22
27,Man,37,B,Instagram,TRUE,154.32
18,Woman,78,C,Instagram,TRUE,67.5
33,Man,23,A,Google Search,TRUE,126.49
56,Man,17,C,TikTok,TRUE,247.77
20,Man,59,C,Instagram,FALSE,20.45
36,Woman,24,B,Instagram,FALSE,264.64
54,Woman,46,B,TikTok,FALSE,330.47
41,Man,28,C,Facebook,TRUE,196.16
49,Man,43,B,Instagram,TRUE,291.54
64,Man,3,A,Instagram,FALSE,172.8
54,Man,19,B,Instagram,FALSE,230.82
49,Man,29,A,Instagram,TRUE,215.18
47,Man,27,A,Google Search,FALSE,207.74
23,Woman,47,A,Google Search,FALSE,77.5
53,Woman,42,B,TikTok,TRUE,254.52
48,Woman,48,C,Google Search,TRUE,375.36
46,Woman,63,B,Google Search,TRUE,332.41
41,Man,52,C,Facebook,FALSE,225.96
21,Woman,52,A,Google Search,FALSE,72.42
42,Woman,44,B,Instagram,FALSE,257.78
59,Man,40,B,Instagram,FALSE,259.79
31,Woman,36,B,Instagram,TRUE,204.88
18,Woman,42,C,TikTok,TRUE,122.6
68,Non-Binary,31,B,Facebook,TRUE,500.46
32,Man,29,B,Google Search,TRUE,178.97
57,Man,32,A,Facebook,FALSE,68.95
49,Man,67,C,Google Search,TRUE,288.02
65,Man,34,B,Google Search,TRUE,433.1
39,Woman,57,C,Facebook,TRUE,247.34
35,Woman,47,A,Facebook,TRUE,83.76
66,Woman,49,C,TikTok,FALSE,246.82
72,Man,0,A,TikTok,TRUE,163.58
45,Man,48,A,Google Search,FALSE,126.08
43,Man,52,C,Facebook,FALSE,97.49
51,Man,7,B,Instagram,FALSE,220.11
30,Man,28,A,Facebook,TRUE,47.03
47,Man,13,A,TikTok,TRUE,23.15
25,Man,53,A,Google Search,TRUE,64.91
36,Woman,64,C,Facebook,TRUE,218.09
52,Man,17,C,Instagram,FALSE,229.13
29,Non-Binary,78,C,TikTok,FALSE,64.5
53,Man,17,C,Google Search,TRUE,322.52
48,Woman,15,C,Instagram,FALSE,216.66
62,Woman,14,A,TikTok,TRUE,184.32
72,Woman,34,A,Google Search,TRUE,423.33
31,Woman,56,C,Google Search,TRUE,105.89
46,Woman,42,C,Instagram,FALSE,306.72
63,Woman,35,A,Google Search,TRUE,369
43,Man,23,A,Facebook,TRUE,150.38
30,Non-Binary,76,B,TikTok,FALSE,130.47
25,Man,37,B,Google Search,TRUE,137.89
61,Man,15,B,Instagram,FALSE,290.02
79,Woman,0,B,Facebook,TRUE,450.5
24,Woman,52,A,Facebook,TRUE,139.62
42,Woman,61,B,Instagram,TRUE,362.04
18,Non-Binary,83,B,Facebook,TRUE,146.47
41,Man,34,A,Google Search,TRUE,103.64
35,Man,29,C,Facebook,TRUE,70.18
40,Non-Binary,49,A,Google Search,TRUE,215.2
80,Woman,0,C,Instagram,TRUE,546.32
19,Woman,59,C,TikTok,FALSE,137.57
46,Man,21,A,Facebook,TRUE,131.54
67,Woman,21,B,TikTok,TRUE,377.52
31,Woman,47,B,Google Search,TRUE,292.18
28,Woman,53,B,Facebook,TRUE,89.24
41,Man,43,A,Facebook,TRUE,116.99
60,Man,29,A,TikTok,TRUE,160.84
35,Man,32,C,TikTok,FALSE,118.98
25,Man,56,C,Instagram,FALSE,87.7
41,Woman,17,B,Google Search,TRUE,311.98
18,Man,69,C,Instagram,TRUE,35.82
18,Man,69,A,Facebook,TRUE,61.3
56,Man,36,C,Instagram,TRUE,287.56
47,Man,36,A,TikTok,TRUE,84.9
18,Man,36,A,Facebook,TRUE,75.71
49,Man,7,B,Instagram,FALSE,220.79
18,Woman,80,B,Google Search,TRUE,147.96
33,Man,41,A,Google Search,TRUE,136.12
44,Woman,69,A,Facebook,FALSE,195.25
19,Man,38,A,Google Search,TRUE,69.25
59,Man,7,B,Google Search,TRUE,311.63
58,Woman,20,A,Instagram,TRUE,262.84
30,Woman,52,A,Google Search,TRUE,207.86
57,Woman,14,A,Instagram,TRUE,308.86
43,Man,64,A,Google Search,TRUE,128.49
50,Man,7,C,Google Search,TRUE,315.21
50,Woman,15,C,Instagram,FALSE,306.28
21,Man,44,B,Google Search,TRUE,74.44
18,Other,44,A,Facebook,TRUE,9.29
73,Woman,2,A,Google Search,TRUE,454.72
43,Woman,83,A,Instagram,FALSE,274.68
46,Man,18,C,Google Search,TRUE,169.92
22,Non-Binary,84,C,Instagram,TRUE,163.27
57,Other,49,A,Instagram,FALSE,259.52
68,Man,11,B,TikTok,FALSE,240.98
63,Man,31,C,Google Search,TRUE,363.53
18,Man,24,C,Facebook,TRUE,97.13
24,Woman,54,C,TikTok,TRUE,154.53
41,Woman,37,A,Instagram,FALSE,145.38
50,Non-Binary,48,B,TikTok,TRUE,333.64
32,Woman,74,A,Instagram,TRUE,181.21
27,Man,24,A,Instagram,TRUE,71.57
43,Woman,66,B,Google Search,TRUE,382.52
26,Woman,85,A,Google Search,TRUE,110.58
71,Man,11,A,Google Search,FALSE,219.14
18,Man,26,A,Google Search,TRUE,62.5
48,Woman,48,A,Google Search,FALSE,221.37
18,Man,52,C,Google Search,TRUE,157.38
33,Woman,41,C,TikTok,FALSE,175.95
62,Woman,56,A,Instagram,FALSE,347.33
57,Woman,21,B,Instagram,TRUE,474.88
19,Woman,68,B,Google Search,FALSE,99.99
18,Woman,71,C,Google Search,TRUE,104.32
41,Man,12,C,Google Search,TRUE,155.87
26,Man,67,B,Google Search,FALSE,142.88
46,Woman,69,B,Facebook,TRUE,275.52
25,Man,54,B,Facebook,TRUE,132.75
18,Man,68,A,Instagram,TRUE,18.26
34,Non-Binary,47,B,Instagram,FALSE,190.06
22,Man,43,C,Instagram,FALSE,71.38
56,Man,34,C,Facebook,TRUE,211.88
35,Woman,55,A,Instagram,TRUE,193.39
39,Woman,35,B,Instagram,TRUE,277.29
61,Man,23,C,Facebook,FALSE,221.45
68,Man,36,B,Facebook,FALSE,296.62
39,Woman,37,A,Instagram,TRUE,77.35
45,Man,25,B,Google Search,TRUE,262.59
60,Woman,13,B,Facebook,TRUE,309.02
37,Other,53,C,TikTok,TRUE,181.7
24,Woman,48,A,Facebook,TRUE,36.27
55,Woman,43,C,Google Search,TRUE,370.42
18,Man,36,A,TikTok,FALSE,23.64
36,Woman,35,B,Instagram,TRUE,261.97
34,Woman,50,C,Google Search,FALSE,137.55
32,Woman,35,C,TikTok,TRUE,211.99
18,Woman,87,A,Instagram,FALSE,116.82
31,Man,46,C,TikTok,TRUE,44.69
59,Woman,26,B,Instagram,FALSE,396.44
33,Woman,31,B,Instagram,TRUE,215.16
31,Man,6,B,Facebook,FALSE,205.17
30,Man,65,A,Instagram,TRUE,199.92
27,Other,76,A,Instagram,TRUE,142.56
42,Woman,57,A,Facebook,FALSE,199.48
49,Non-Binary,28,A,TikTok,FALSE,172.59
62,Man,43,A,Facebook,TRUE,118.46
18,Woman,77,A,Instagram,TRUE,148.15
46,Woman,22,A,TikTok,FALSE,128.74
38,Woman,75,C,Facebook,FALSE,165.42
44,Woman,17,C,Facebook,TRUE,134.77
25,Other,21,B,Google Search,TRUE,197.55
41,Man,43,A,TikTok,FALSE,140.79
23,Woman,44,A,TikTok,FALSE,96.32
50,Man,0,B,Instagram,TRUE,247.66
26,Man,25,C,Facebook,TRUE,44.74
41,Woman,90,B,Facebook,FALSE,165.93
18,Man,58,C,Google Search,FALSE,99.98
45,Woman,22,A,Instagram,TRUE,267.58
57,Woman,25,A,Instagram,TRUE,259.85
51,Non-Binary,47,C,Google Search,TRUE,377.12
56,Man,21,C,Google Search,TRUE,362.94
20,Other,59,C,Google Search,FALSE,120.47
37,Woman,45,A,TikTok,TRUE,67.58
39,Woman,60,A,Facebook,TRUE,145.25
51,Woman,50,B,TikTok,TRUE,238.71
37,Non-Binary,67,C,TikTok,TRUE,182.52
37,Man,35,C,Google Search,TRUE,149.93
65,Woman,2,A,Instagram,TRUE,257.85
56,Woman,61,B,Google Search,TRUE,441.71
18,Woman,58,A,Instagram,TRUE,87.19
34,Man,32,A,Google Search,TRUE,144.32
25,Woman,96,A,Instagram,TRUE,126.8
80,Woman,28,A,Instagram,TRUE,422.14
33,Man,39,B,Facebook,TRUE,50.81
57,Woman,43,B,Facebook,FALSE,283.22
41,Woman,51,C,Google Search,TRUE,374.75
42,Man,37,C,Facebook,TRUE,208.34
47,Woman,34,A,Facebook,FALSE,107.29
38,Woman,67,B,Instagram,FALSE,260.57
52,Man,38,B,Facebook,TRUE,180.26
48,Woman,37,B,Facebook,TRUE,305.57
18,Man,62,B,Facebook,TRUE,21.93
32,Man,41,C,TikTok,TRUE,145.88
32,Woman,56,A,Google Search,TRUE,163.95
32,Woman,75,B,TikTok,TRUE,100.61
56,Woman,39,A,Facebook,FALSE,156.48
62,Man,27,B,Instagram,TRUE,315.71
26,Non-Binary,75,C,Facebook,TRUE,107.41
48,Other,26,A,Google Search,TRUE,278.86
22,Man,31,A,Facebook,TRUE,82.96
32,Woman,71,C,Google Search,FALSE,180.1
44,Woman,62,A,TikTok,FALSE,159.56
37,Man,49,B,Facebook,TRUE,123.35
30,Non-Binary,76,C,Instagram,TRUE,195.98
21,Woman,84,B,TikTok,TRUE,77.93
35,Man,31,A,Google Search,TRUE,38.8
41,Man,56,C,Google Search,TRUE,187.72
48,Man,33,B,TikTok,TRUE,135.69
27,Woman,22,B,Google Search,TRUE,230.1
49,Woman,47,C,Facebook,FALSE,291.37
23,Man,52,A,TikTok,FALSE,51.34
32,Other,0,C,Google Search,FALSE,157.21
47,Man,16,B,TikTok,TRUE,104.46
30,Man,26,B,TikTok,TRUE,133.16
28,Woman,51,A,Google Search,TRUE,105.77
39,Man,32,B,Google Search,FALSE,244.73
41,Other,45,B,TikTok,TRUE,229.52
54,Woman,42,A,Facebook,FALSE,241.59
36,Woman,20,A,Facebook,TRUE,139.08
18,Woman,63,C,Facebook,FALSE,135.16
30,Woman,46,C,Facebook,TRUE,120.47
31,Man,46,A,Facebook,FALSE,75.01
26,Woman,56,B,TikTok,TRUE,68.62
45,Woman,26,A,Instagram,TRUE,229.96
78,Man,2,B,Instagram,FALSE,414.37
52,Man,37,A,TikTok,TRUE,164.78
38,Woman,41,B,Facebook,TRUE,197.59
48,Man,27,B,Google Search,TRUE,176.41
62,Man,0,C,Facebook,TRUE,230.12
35,Woman,50,C,Google Search,TRUE,253.38
50,Woman,43,C,Google Search,TRUE,300.29
48,Woman,20,B,Facebook,TRUE,249.77
38,Woman,80,A,Google Search,TRUE,246.55
41,Woman,76,C,Google Search,FALSE,336.92
50,Woman,43,A,Instagram,TRUE,244.58
40,Man,48,A,Instagram,FALSE,146.1
35,Man,15,A,Google Search,TRUE,120.26
31,Man,41,A,Facebook,FALSE,136.8
44,Man,39,A,Instagram,TRUE,97.11
39,Man,27,B,Instagram,FALSE,136.22
34,Woman,16,B,Facebook,FALSE,187.91
43,Man,31,A,Instagram,TRUE,193.07
28,Man,39,C,Instagram,TRUE,131.34
28,Woman,53,A,Facebook,TRUE,160.82
61,Man,23,A,Google Search,FALSE,215.97
27,Woman,67,A,TikTok,TRUE,88.22
45,Woman,48,C,TikTok,TRUE,213.79
25,Man,63,A,Instagram,FALSE,28.11
37,Man,39,A,Facebook,TRUE,126.93
46,Man,38,C,Instagram,TRUE,199.36
25,Man,42,C,Facebook,TRUE,122.55
49,Man,33,A,Google Search,TRUE,238.27
43,Woman,19,C,Google Search,FALSE,313.09
35,Man,22,A,TikTok,FALSE,91.07
44,Man,28,B,Facebook,TRUE,173.68
41,Man,46,C,Facebook,TRUE,107.01
27,Man,26,C,Instagram,FALSE,96.11
19,Man,39,C,Instagram,FALSE,138.33
42,Woman,69,A,Google Search,FALSE,192.57
25,Man,54,B,Facebook,TRUE,90.28
39,Woman,30,B,Google Search,TRUE,354.41
18,Woman,70,C,Facebook,TRUE,138.94
26,Man,53,B,Google Search,TRUE,111.83
44,Woman,51,C,Google Search,TRUE,256.67
56,Woman,48,A,Facebook,FALSE,219.76
43,Man,42,A,Instagram,FALSE,166.74
25,Woman,32,B,Facebook,TRUE,116.68
34,Man,34,A,Google Search,TRUE,113.3
56,Man,33,A,Facebook,TRUE,157.16
48,Man,34,C,Facebook,FALSE,97.66
52,Non-Binary,33,A,Google Search,TRUE,247.67
55,Man,29,A,Google Search,FALSE,166.73
46,Man,39,C,TikTok,FALSE,199.93
57,Woman,59,B,Facebook,FALSE,241.4
25,Woman,67,A,Google Search,FALSE,125.9
44,Woman,30,C,Facebook,TRUE,227.08
35,Woman,71,A,Instagram,TRUE,251.91
43,Man,37,A,Facebook,TRUE,127.5
60,Woman,22,A,Google Search,TRUE,308.42
48,Woman,53,A,TikTok,TRUE,92.05
31,Other,60,A,Google Search,TRUE,116.48
35,Man,52,B,Google Search,TRUE,174.47
26,Man,52,C,Instagram,TRUE,112.55
39,Non-Binary,21,A,Google Search,TRUE,192.88
33,Man,55,B,Instagram,FALSE,146.32
52,Man,35,B,Google Search,TRUE,374.16
33,Man,17,C,Instagram,FALSE,161.82
51,Non-Binary,33,C,Facebook,TRUE,283.76
51,Woman,53,B,Google Search,TRUE,342.9
33,Man,16,A,Facebook,TRUE,115.99
61,Non-Binary,31,C,TikTok,TRUE,310.99
40,Woman,41,A,Instagram,FALSE,190.12
30,Man,62,B,Instagram,TRUE,174.67
41,Man,63,A,Instagram,FALSE,166.47
25,Man,53,C,Instagram,FALSE,105.09
50,Woman,50,A,TikTok,TRUE,152.71
27,Man,24,A,TikTok,TRUE,72.79
59,Man,23,A,Instagram,TRUE,174.46
18,Woman,66,C,Instagram,TRUE,29.94
23,Man,35,A,Google Search,TRUE,132.47
35,Man,26,A,Facebook,TRUE,93.59
29,Man,44,A,Google Search,TRUE,94
60,Other,51,B,Facebook,FALSE,316.58
39,Non-Binary,69,A,TikTok,TRUE,247.16
45,Man,50,A,Instagram,FALSE,89.69
51,Woman,23,C,Google Search,TRUE,329.24
42,Man,35,C,Instagram,TRUE,182.32
54,Woman,9,C,Google Search,FALSE,365.25
47,Man,29,B,Google Search,TRUE,285.04
50,Man,13,C,Instagram,FALSE,169.77
18,Woman,81,B,Instagram,TRUE,112.68
23,Woman,65,B,Instagram,TRUE,181.48
18,Man,25,A,TikTok,FALSE,47.26
36,Woman,14,C,Facebook,TRUE,133.28
61,Man,43,A,Facebook,FALSE,174.99
25,Man,47,A,Google Search,FALSE,102.48
45,Woman,48,A,Facebook,TRUE,130.64
47,Man,18,C,Instagram,TRUE,210.18
44,Woman,49,C,TikTok,TRUE,210.67
36,Woman,51,B,Facebook,TRUE,220.49
31,Woman,41,C,Google Search,FALSE,192.23
30,Man,41,B,TikTok,TRUE,89.25
40,Non-Binary,51,B,TikTok,TRUE,225.17
59,Woman,31,C,Facebook,TRUE,319.99
28,Man,49,A,Google Search,TRUE,57.3
38,Non-Binary,50,A,Facebook,TRUE,130.91
41,Man,1,B,Instagram,TRUE,218.21
52,Woman,34,C,Facebook,FALSE,249.73
37,Man,55,A,Facebook,TRUE,53.32
50,Woman,22,B,TikTok,TRUE,253.28
18,Man,42,A,Instagram,TRUE,73.61
51,Woman,31,A,TikTok,TRUE,121.78
41,Man,26,C,Instagram,TRUE,177.58
24,Woman,41,B,TikTok,TRUE,14.12
18,Woman,62,C,Instagram,FALSE,148.23
35,Woman,60,A,Google Search,TRUE,224.92
50,Man,39,C,Google Search,TRUE,263.03
45,Woman,66,C,Google Search,TRUE,194.16
35,Man,33,C,TikTok,TRUE,123.99
41,Man,26,B,TikTok,TRUE,156.38
42,Woman,45,C,TikTok,FALSE,226.2
29,Woman,49,C,TikTok,FALSE,66.87
41,Woman,44,A,Facebook,FALSE,94.34
42,Woman,24,B,Facebook,TRUE,269.73
29,Non-Binary,69,B,Facebook,TRUE,203.9
43,Woman,49,C,Google Search,TRUE,338.6
45,Woman,30,A,TikTok,TRUE,18.86
48,Woman,25,A,Google Search,TRUE,242.77
51,Man,33,C,Google Search,TRUE,192.21
46,Woman,33,B,Facebook,FALSE,300.91
45,Woman,23,C,Google Search,TRUE,329.05
39,Woman,42,C,Google Search,TRUE,263.06
47,Woman,34,C,Google Search,TRUE,316.08
21,Man,63,A,Facebook,TRUE,48.71
50,Woman,30,B,Facebook,FALSE,318.77
32,Woman,51,A,Instagram,TRUE,141.58
75,Woman,0,A,TikTok,FALSE,253.6
31,Man,55,C,Instagram,FALSE,139.85
18,Man,53,A,TikTok,TRUE,53.51
61,Man,0,A,Facebook,FALSE,128.23
31,Man,35,B,Instagram,FALSE,150.65
49,Man,49,B,Instagram,TRUE,273.68
43,Woman,58,B,Google Search,TRUE,345.16
56,Woman,40,B,Google Search,TRUE,379.43
26,Man,52,A,Instagram,FALSE,36.62
22,Man,48,B,Google Search,TRUE,52.46
56,Woman,36,A,TikTok,TRUE,208.51
26,Man,28,C,TikTok,FALSE,52.89
18,Woman,87,B,Instagram,TRUE,162.09
52,Woman,48,C,Google Search,FALSE,357.31
39,Man,27,B,Facebook,FALSE,106.86
74,Woman,13,A,Instagram,FALSE,324.28
45,Woman,44,A,Google Search,TRUE,260.67
35,Man,30,A,Google Search,FALSE,53.69
31,Man,12,C,Google Search,TRUE,144.08
65,Man,14,A,Instagram,TRUE,245.84
22,Woman,67,C,Google Search,FALSE,175.4
49,Woman,30,A,TikTok,TRUE,120.65
48,Woman,22,A,Instagram,FALSE,214.58
31,Man,47,B,Facebook,TRUE,142.15
63,Man,43,A,Google Search,TRUE,222.66
29,Man,15,B,Facebook,TRUE,35.93
40,Woman,39,B,Instagram,TRUE,340.91
46,Man,0,A,Google Search,TRUE,184.22
75,Woman,23,A,Google Search,TRUE,433.15
49,Man,0,B,Facebook,TRUE,145.14
66,Non-Binary,34,A,TikTok,TRUE,240.1
29,Man,49,A,Google Search,FALSE,66.62
18,Man,48,C,TikTok,TRUE,119.24
53,Man,42,B,Facebook,TRUE,152.2
18,Man,68,A,Instagram,TRUE,0
20,Woman,72,B,Google Search,TRUE,164.19
49,Woman,52,A,Google Search,FALSE,237.57
39,Man,24,A,Facebook,FALSE,41.61
53,Man,44,B,Google Search,TRUE,319.44
61,Man,7,A,Facebook,TRUE,162.31
54,Woman,49,A,Facebook,FALSE,246.68
46,Woman,40,A,Google Search,FALSE,247
48,Woman,62,B,Google Search,FALSE,315.2
42,Woman,54,B,Facebook,TRUE,247.24
66,Man,19,A,Google Search,TRUE,260.21
41,Man,42,B,Instagram,TRUE,184.23
52,Non-Binary,57,B,TikTok,TRUE,301.07
26,Non-Binary,44,C,Facebook,TRUE,154.31
41,Woman,72,B,Facebook,FALSE,209.05
18,Woman,60,C,Google Search,TRUE,212.81
42,Man,41,A,Google Search,TRUE,183.79
18,Woman,38,B,Instagram,FALSE,169.24
38,Man,33,B,TikTok,TRUE,188.41
36,Man,34,B,Facebook,TRUE,91.48
55,Woman,49,C,Facebook,TRUE,325.24
30,Man,35,A,Facebook,FALSE,73.09
30,Man,57,B,TikTok,FALSE,66.41
18,Man,63,C,TikTok,TRUE,43.25
49,Man,14,B,Google Search,TRUE,350.66
56,Woman,60,B,Facebook,FALSE,352.48
37,Man,15,C,Google Search,TRUE,120.82
62,Man,0,C,TikTok,TRUE,147.56
34,Man,77,A,Instagram,FALSE,53.76
25,Man,29,C,Facebook,TRUE,37.03
43,Other,32,A,TikTok,FALSE,62.14
50,Woman,29,C,Facebook,TRUE,322.96
18,Man,46,A,Facebook,TRUE,29.45
18,Woman,60,C,Instagram,FALSE,45.08
41,Woman,57,C,TikTok,TRUE,151.05
47,Man,32,A,Google Search,TRUE,161.47
18,Man,50,B,Facebook,TRUE,18.54
18,Non-Binary,69,A,Google Search,TRUE,132.56
45,Man,33,A,TikTok,TRUE,69.92
53,Man,26,B,Facebook,TRUE,188.13
34,Woman,61,C,Google Search,TRUE,283.81
58,Man,23,A,TikTok,TRUE,42.38
31,Woman,65,A,TikTok,TRUE,60.28
37,Woman,49,B,Google Search,TRUE,275.91
60,Man,35,B,Google Search,TRUE,370.35
39,Woman,58,A,Google Search,TRUE,214.55
40,Man,21,C,Google Search,TRUE,229.28
27,Man,27,B,Facebook,FALSE,56.56
41,Man,12,A,Google Search,TRUE,121.08
30,Woman,37,B,Facebook,TRUE,83.94
18,Man,5,B,Instagram,TRUE,32.97
25,Man,71,A,Facebook,TRUE,39.72
36,Man,54,A,TikTok,FALSE,101.49
42,Woman,32,A,Facebook,FALSE,164.29
56,Woman,25,C,Instagram,TRUE,369.63
41,Man,63,C,Instagram,TRUE,164.74
